Architecture    Offer         Publisher    Sku                    Urn                                                           Version
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111080         18.04.202111080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111220         18.04.202111220
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111230         18.04.202111230
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111250         18.04.202111250
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111290         18.04.202111290
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202111300         18.04.202111300
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202112020         18.04.202112020
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202201060         18.04.202201060
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202201180         18.04.202201180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202202020         18.04.202202020
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202202130         18.04.202202130
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202203020         18.04.202203020
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202203080         18.04.202203080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202203250         18.04.202203250
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202204010         18.04.202204010
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202204190         18.04.202204190
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202205060         18.04.202205060
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202205100         18.04.202205100
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202205270         18.04.202205270
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202206090         18.04.202206090
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202206150         18.04.202206150
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202206230         18.04.202206230
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202207050         18.04.202207050
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202207080         18.04.202207080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202207120         18.04.202207120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202208100         18.04.202208100
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201904170                  19.04.201904170
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201905140                  19.04.201905140
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201906040                  19.04.201906040
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201906050                  19.04.201906050
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201906190                  19.04.201906190
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201906270                  19.04.201906270
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201906280                  19.04.201906280
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201907040                  19.04.201907040
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201907240                  19.04.201907240
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201907241                  19.04.201907241
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201908010                  19.04.201908010
x64             UbuntuServer  Canonical    19.04                  Canonical:UbuntuServer:19.04:19.04.201908140                  19.04.201908140
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908010            19.04.201908010
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908020            19.04.201908020
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908080            19.04.201908080
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908090            19.04.201908090
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908130            19.04.201908130
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908140            19.04.201908140
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908150            19.04.201908150
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908160            19.04.201908160
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908190            19.04.201908190
x64             UbuntuServer  Canonical    19.04-DAILY            Canonical:UbuntuServer:19.04-DAILY:19.04.201908210            19.04.201908210
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908050            19.10.201908050
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908080            19.10.201908080
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908100            19.10.201908100
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908110            19.10.201908110
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908120            19.10.201908120
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908130            19.10.201908130
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908160            19.10.201908160
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908180            19.10.201908180
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908190            19.10.201908190
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.201908200            19.10.201908200
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202006110            19.10.202006110
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007020            19.10.202007020
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007030            19.10.202007030
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007070            19.10.202007070
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007080            19.10.202007080
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007090            19.10.202007090
x64             UbuntuServer  Canonical    19.10-DAILY            Canonical:UbuntuServer:19.10-DAILY:19.10.202007100            19.10.202007100
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909170       19.04.201909170
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909180       19.04.201909180
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909200       19.04.201909200
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909210       19.04.201909210
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909240       19.04.201909240
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909250       19.04.201909250
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201909270       19.04.201909270
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910030       19.04.201910030
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910042       19.04.201910042
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910080       19.04.201910080
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910090       19.04.201910090
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910100       19.04.201910100
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910110       19.04.201910110
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910120       19.04.201910120
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910150       19.04.201910150
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910160       19.04.201910160
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910200       19.04.201910200
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910220       19.04.201910220
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910230       19.04.201910230
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910250       19.04.201910250
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910290       19.04.201910290
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910300       19.04.201910300
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201910310       19.04.201910310
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911050       19.04.201911050
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911060       19.04.201911060
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911070       19.04.201911070
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911080       19.04.201911080
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911130       19.04.201911130
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911131       19.04.201911131
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911140       19.04.201911140
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911210       19.04.201911210
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911220       19.04.201911220
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911260       19.04.201911260
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911270       19.04.201911270
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201911280       19.04.201911280
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201912040       19.04.201912040
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201912130       19.04.201912130
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201912170       19.04.201912170
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.201912180       19.04.201912180
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001060       19.04.202001060
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001080       19.04.202001080
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001090       19.04.202001090
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001140       19.04.202001140
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001150       19.04.202001150
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001210       19.04.202001210
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001220       19.04.202001220
x64             UbuntuServer  Canonical    19_04-daily-gen2       Canonical:UbuntuServer:19_04-daily-gen2:19.04.202001230       19.04.202001230
x64             UbuntuServer  Canonical    19_04-gen2             Canonical:UbuntuServer:19_04-gen2:19.04.201908230             19.04.201908230
x64             UbuntuServer  Canonical    19_04-gen2             Canonical:UbuntuServer:19_04-gen2:19.04.201910030             19.04.201910030
x64             UbuntuServer  Canonical    19_04-gen2             Canonical:UbuntuServer:19_04-gen2:19.04.201911080             19.04.201911080
x64             UbuntuServer  Canonical    19_04-gen2             Canonical:UbuntuServer:19_04-gen2:19.04.201911131             19.04.201911131
x64             UbuntuServer  Canonical    19_04-gen2             Canonical:UbuntuServer:19_04-gen2:19.04.202001220             19.04.202001220
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202006110       19.10.202006110
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007020       19.10.202007020
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007030       19.10.202007030
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007070       19.10.202007070
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007080       19.10.202007080
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007090       19.10.202007090
x64             UbuntuServer  Canonical    19_10-daily-gen2       Canonical:UbuntuServer:19_10-daily-gen2:19.10.202007100       19.10.202007100
